node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4737148859,0.1716415887,0.3623310007,236.1056987,85.52677299
TRAF6,0.600177479,0.1389771415,0.231560074,299.3043631,69.1449058
TRAF2_3,0.6636217244,0.08059005377,0.1214397462,331.081876,40.16013059
Btx,0.4056484017,0.1727693531,0.4259091183,201.7082484,85.88503359
TAK1_TAB,0.506477015,0.1374145068,0.2713143988,251.9906983,68.32245033
NEMO_IKKa_IKKb,0.4251465289,0.1186858853,0.2791646579,211.0256357,58.96283319
IkBa_release_signal,0.2799081479,0.1207048021,0.4312300408,138.3941925,59.81322006
p50_p65,0.197784845,0.1016052946,0.5137162789,97.60967332,50.37416073
TNFa,0.523843294,0.2437055986,0.4652261496,254.8651247,120.2636982
p100,0.1944754301,0.153898444,0.7913516063,95.62056802,75.61230716
Phenotype_canonical,0.716490859,0.2208640075,0.3082579557,345.6714517,110.7645913
NIK,0.4012613023,0.2049736838,0.5108234526,199.5261432,101.9056372
IKKa_noncanonical,0.2719590957,0.1540164567,0.5663221388,134.4260778,76.00813061
p100_RelB,0.342083384,0.1415524928,0.4137952893,168.6310794,69.9387681
p52,0.2917374765,0.1671284035,0.5728725891,143.3007256,81.95715021
BAFF,0.6641651821,0.1803156563,0.2714921848,323.7862306,90.15508788
Phenotype_noncanonical,0.7589604616,0.1994439404,0.2627856793,365.774341,100.9885291
