node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4868256963,0.1757686316,0.3610504394,242.5181502,87.51503888
TRAF6,0.5997979981,0.1086642435,0.1811680663,299.0118405,54.19871118
TRAF2_3,0.6582891153,0.08272217339,0.1256623746,328.2715787,41.22234925
Btx,0.3930453513,0.171909531,0.4373783597,195.5243759,85.42575065
TAK1_TAB,0.4808730879,0.1221394869,0.2539952641,239.1570864,60.7185479
NEMO_IKKa_IKKb,0.4716683827,0.1301844011,0.2760083268,234.1182902,64.66340557
IkBa_release_signal,0.3624777432,0.1668565854,0.4603222916,179.1279384,82.3864826
p50_p65,0.2791865131,0.1215791738,0.4354765294,137.5377708,60.15794916
TNFa,0.5988639055,0.2026826575,0.3384452723,291.0086323,100.6185371
p100,0.2762644554,0.1754597802,0.6351152918,135.3985706,86.05683356
Phenotype_canonical,0.795401636,0.1693644326,0.2129294496,385.3815379,85.94991667
NIK,0.398596419,0.1761337819,0.4418850082,198.2177792,87.66097676
IKKa_noncanonical,0.3060050696,0.1555995166,0.5084867279,151.5578789,77.1666009
p100_RelB,0.3760379286,0.1187586423,0.3158155953,184.7789098,58.67413131
p52,0.308376593,0.1531279528,0.4965615298,151.2401978,75.18173558
BAFF,0.6786189675,0.1678251364,0.2473039282,330.2745313,83.63708296
Phenotype_noncanonical,0.8018151059,0.1296257474,0.1616653845,386.9761703,67.08200708
