node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.5052942794,0.1798027761,0.3558377434,251.8104491,89.52671831
TRAF6,0.596458748,0.1427640977,0.239352844,297.4180496,71.03067722
TRAF2_3,0.6666903155,0.09003280433,0.135044416,332.4234682,44.82068854
Btx,0.4179590377,0.1637981242,0.3918999458,207.7209272,81.28629264
TAK1_TAB,0.5073595497,0.1621011602,0.3194995744,252.3048808,80.38288773
NEMO_IKKa_IKKb,0.3897317856,0.1088403226,0.2792698124,193.4654884,54.22126076
IkBa_release_signal,0.232362553,0.1044517598,0.449520624,115.1085663,51.88153641
p50_p65,0.1543030868,0.08908093659,0.5773114358,76.12569272,44.02817673
TNFa,0.477758632,0.2413457426,0.5051624951,231.8790797,118.9013927
p100,0.1651056687,0.130304892,0.789221188,81.04114081,63.85975767
Phenotype_canonical,0.6565006482,0.2478932079,0.3775978113,316.2790328,122.9326973
NIK,0.4040656608,0.1743350301,0.4314522292,200.7126894,86.76285482
IKKa_noncanonical,0.2811404858,0.1521011036,0.5410145862,139.092217,75.43354608
p100_RelB,0.3527475689,0.1165504101,0.3304074084,173.6326291,57.5707003
p52,0.2737952141,0.1490186617,0.5442705133,134.5600663,73.32713461
BAFF,0.669570585,0.1637406546,0.2445457704,326.7405913,81.77190886
Phenotype_noncanonical,0.7941569155,0.150950642,0.1900765945,383.5313175,76.73225466
