node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4684914263,0.1730923471,0.3694674808,233.3044154,86.21618927
TRAF6,0.6108461726,0.121023582,0.1981244828,304.7063262,60.25684798
TRAF2_3,0.671423168,0.07983685612,0.1189069128,334.821907,39.7104333
Btx,0.4121637534,0.1852837414,0.4495391451,204.9054457,92.15024312
TAK1_TAB,0.4812909479,0.1394486881,0.2897388548,239.5437178,69.22241534
NEMO_IKKa_IKKb,0.4036593628,0.1012705831,0.2508812937,200.2786948,50.35621576
IkBa_release_signal,0.2361750047,0.1028539096,0.4354987089,116.8847472,51.03758408
p50_p65,0.1585687175,0.08679333216,0.5473546959,78.2849089,42.91119047
TNFa,0.471056241,0.2273378561,0.4826129797,228.7736987,111.7983246
p100,0.1750077421,0.1476188289,0.8434988483,85.89729533,72.47555177
Phenotype_canonical,0.6689368191,0.2605165155,0.3894486116,322.709392,128.6001326
NIK,0.4216545999,0.1984674797,0.4706873346,209.4941816,98.55032665
IKKa_noncanonical,0.2874977473,0.1720009355,0.5982688111,142.1697801,85.01741023
p100_RelB,0.3422142429,0.1398265041,0.4085934674,168.4725797,68.96727387
p52,0.2710779863,0.1584219354,0.584414609,133.0667339,77.76455358
BAFF,0.6582211729,0.1757374906,0.2669885105,320.6030842,87.54672348
Phenotype_noncanonical,0.7674290991,0.1799660638,0.2345051341,370.2212168,90.84764382
