node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4557437244,0.1792516812,0.3933168394,227.1145145,89.32185163
TRAF6,0.5952092013,0.1333588677,0.2240537737,296.7354144,66.50826979
TRAF2_3,0.6593099988,0.09669652336,0.1466632139,328.8051666,48.05793342
Btx,0.403669276,0.1715400918,0.4249520634,200.6517158,85.25500607
TAK1_TAB,0.5026383216,0.1436839028,0.2858594274,249.8934136,71.30822749
NEMO_IKKa_IKKb,0.444193435,0.1241779908,0.2795583659,220.4041473,61.75106796
IkBa_release_signal,0.2725081135,0.1203691803,0.4417086109,134.7900513,59.64890117
p50_p65,0.1781381076,0.09968768363,0.559608974,87.945181,49.27324777
TNFa,0.5324685583,0.2232423005,0.4192591225,258.4106648,110.0960874
p100,0.1878409447,0.1577603785,0.8398615048,92.21237803,77.26153746
Phenotype_canonical,0.6797537146,0.2139864385,0.3147999545,327.0590496,107.2518016
NIK,0.421703383,0.1852754291,0.4393501132,209.6571254,92.09812742
IKKa_noncanonical,0.2993907415,0.1659008779,0.5541282844,148.2072161,82.22547274
p100_RelB,0.3326359417,0.1335581638,0.4015145299,163.8328103,66.02282209
p52,0.2727576362,0.1518995028,0.5569028421,133.955494,74.78475658
BAFF,0.6809075665,0.1820037071,0.2672957623,332.0038865,90.54782534
Phenotype_noncanonical,0.7789453002,0.1744916768,0.2240101799,375.6467735,88.50302634
