node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4696708388,0.1789637377,0.3810407692,233.9898185,89.06954325
TRAF6,0.60369839,0.1391662285,0.2305227756,301.0887461,69.23437224
TRAF2_3,0.6553978844,0.0893758244,0.1363688021,326.9604512,44.42207758
Btx,0.4078730023,0.1588347182,0.3894219949,202.7148667,78.93595969
TAK1_TAB,0.4760286383,0.1264961049,0.2657321319,236.7292527,62.98059664
NEMO_IKKa_IKKb,0.4345745239,0.1096901485,0.2524081428,215.7056631,54.33518983
IkBa_release_signal,0.2846488792,0.1174421149,0.4125859031,141.0276493,58.38058992
p50_p65,0.1993784256,0.09951124574,0.4991073907,98.45197864,49.21386097
TNFa,0.5543019052,0.2124571443,0.3832877757,269.3875651,104.979361
p100,0.2096009219,0.1680851862,0.8019296129,102.8364851,82.38179702
Phenotype_canonical,0.7135077049,0.2044441113,0.2865338522,344.1586338,103.0077238
NIK,0.4101022764,0.1810878507,0.4415675336,203.9128481,89.93835051
IKKa_noncanonical,0.2985128365,0.1630715003,0.5462796918,147.9603387,80.8291901
p100_RelB,0.3406441977,0.1245910347,0.3657512311,168.0120509,61.54286093
p52,0.3141445824,0.1599411095,0.5091321592,154.3171347,78.66401348
BAFF,0.6728716949,0.1689336146,0.2510636365,328.1825804,83.96836837
Phenotype_noncanonical,0.7748000651,0.1931660901,0.2493108853,374.3610748,96.56000413
