node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4845266551,0.1823075315,0.3762590346,241.5260781,90.833541
TRAF6,0.6114536389,0.1170645108,0.1914527993,304.8069665,58.36752549
TRAF2_3,0.6517687738,0.08306697928,0.127448541,325.1728211,41.50409861
Btx,0.3882627413,0.1613637248,0.4156044545,193.0163092,80.08412492
TAK1_TAB,0.503229003,0.1441524535,0.286454979,250.1079534,71.55453178
NEMO_IKKa_IKKb,0.421422705,0.1189551309,0.2822703415,209.1856098,59.14178557
IkBa_release_signal,0.2416906573,0.1082383495,0.447838368,119.7537005,53.69837149
p50_p65,0.1658906539,0.08162943034,0.4920676869,81.96734737,40.42157776
TNFa,0.5066822963,0.2357382519,0.4652585134,246.1297063,115.9919548
p100,0.2119795291,0.1681423578,0.7932009213,103.9495135,82.38116263
Phenotype_canonical,0.6749440879,0.2376047933,0.3520362613,325.1620682,117.7944669
NIK,0.4348382175,0.1593195463,0.3663880954,216.0405516,79.24516506
IKKa_noncanonical,0.3097017809,0.1498514615,0.4838572806,153.2423593,74.20207855
p100_RelB,0.3462751215,0.1326993585,0.3832194411,170.6924313,65.55284372
p52,0.2878939142,0.1527843427,0.5306966737,141.4119276,75.13072803
BAFF,0.6783438019,0.1625229708,0.2395879056,330.8543156,81.33620429
Phenotype_noncanonical,0.7957686944,0.1472793288,0.1850780633,384.1318061,75.65572122
