node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4880759772,0.1788082812,0.3663533744,243.2386584,88.98872461
TRAF6,0.6021411074,0.1323144945,0.2197400125,300.2092809,65.74621052
TRAF2_3,0.6721990643,0.09536947367,0.1418768319,335.478335,47.42416532
Btx,0.3993984247,0.1761275704,0.4409821359,198.4557683,87.48011792
TAK1_TAB,0.500204145,0.144850927,0.2895836199,248.7966577,71.9273125
NEMO_IKKa_IKKb,0.4475532726,0.1580623463,0.3531699038,221.9112534,78.38768753
IkBa_release_signal,0.3585221134,0.1585478594,0.4422261655,177.0884121,78.23719059
p50_p65,0.2849778757,0.1342647417,0.471140931,140.3346545,66.34380245
TNFa,0.5987938645,0.2118477236,0.3537907386,291.1266774,105.0890448
p100,0.264986933,0.1696538446,0.6402347568,129.7347329,83.34635606
Phenotype_canonical,0.7639246393,0.1871986982,0.2450486456,369.1677436,94.55191344
NIK,0.3686950293,0.1707974422,0.4632485623,183.4757521,84.99693483
IKKa_noncanonical,0.3038182399,0.1627900456,0.5358139315,150.6332344,80.57765066
p100_RelB,0.380578644,0.140031742,0.3679442979,187.4462,69.24875922
p52,0.3047771593,0.1813552203,0.5950420324,149.3822139,89.10138564
BAFF,0.6878258362,0.1824440172,0.2652474037,335.9105326,90.5351558
Phenotype_noncanonical,0.7659630022,0.182446854,0.2381927762,369.2256869,91.59448261
