node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4992010026,0.1903490857,0.3813074988,248.7215082,94.77400905
TRAF6,0.5715364695,0.1191799558,0.2085255485,285.0406724,59.38693113
TRAF2_3,0.6650137886,0.08939307316,0.1344228867,331.7173255,44.55101675
Btx,0.410771852,0.1771239425,0.4311978576,204.2282621,88.17271106
TAK1_TAB,0.4918933168,0.1431808785,0.2910811626,244.6124513,71.25053659
NEMO_IKKa_IKKb,0.4760428103,0.1516483894,0.3185604028,236.1778249,75.2461332
IkBa_release_signal,0.3212720719,0.1466635242,0.4565087881,158.8847096,72.30695625
p50_p65,0.2982749083,0.1309297446,0.4389566167,147.0296542,64.65498535
TNFa,0.6481710197,0.1900993475,0.2932857868,315.7460779,94.73480384
p100,0.2506966499,0.1459237809,0.5820731188,123.0516785,71.62474704
Phenotype_canonical,0.7736312887,0.1891606288,0.2445100548,374.6430181,95.2649502
NIK,0.3825272061,0.1877739343,0.4908773318,189.9822577,93.32549513
IKKa_noncanonical,0.2976631706,0.1545505926,0.519213016,147.543242,76.58219489
p100_RelB,0.3720282204,0.121845844,0.3275177455,183.2519567,60.17479006
p52,0.2980234616,0.1521114845,0.5104010393,146.3832113,74.78263061
BAFF,0.7043899778,0.1426492079,0.2025145337,343.7709372,70.95076504
Phenotype_noncanonical,0.7979831541,0.1524782811,0.1910795739,385.2083652,77.4495808
