node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4737469991,0.2105615666,0.444459948,235.8811746,104.8119337
TRAF6,0.5799840405,0.1341148505,0.2312388638,289.1614901,66.81682975
TRAF2_3,0.6571808041,0.09352981104,0.142319755,328.0652205,46.46964332
Btx,0.4056477818,0.1855922325,0.4575206393,201.6136822,92.12131243
TAK1_TAB,0.4872885347,0.1515714669,0.3110507555,242.3366517,75.41129997
NEMO_IKKa_IKKb,0.4110175787,0.1122259054,0.2730440527,203.9177543,55.70702759
IkBa_release_signal,0.2552218175,0.1002357304,0.3927396622,126.3027635,49.62210789
p50_p65,0.172349033,0.09486230287,0.5504080947,85.16777189,46.94330096
TNFa,0.5055451255,0.2232955657,0.4416926491,246.0089723,109.9048727
p100,0.1874163092,0.1511305382,0.8063894698,92.1014709,74.1516702
Phenotype_canonical,0.6665141737,0.243978431,0.3660513769,321.3309636,121.2296431
NIK,0.4336003373,0.1625484886,0.374880909,215.4905068,80.64139755
IKKa_noncanonical,0.284595211,0.1500386866,0.5272003212,141.0265362,74.24094933
p100_RelB,0.3544511874,0.1383507165,0.3903237496,174.6743556,68.26737382
p52,0.3059186041,0.1634313913,0.5342316194,150.1463096,80.23388141
BAFF,0.6651028942,0.179269513,0.2695365101,324.2224911,89.32200376
Phenotype_noncanonical,0.7783348022,0.1536280464,0.1973804152,374.9763661,77.94160949
