node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.481017323,0.1705082387,0.3544742165,239.7277818,85.00079079
TRAF6,0.6024429083,0.136567905,0.2266902027,300.4520088,67.94725852
TRAF2_3,0.6730577285,0.07622793587,0.1132561631,335.5448398,38.07469845
Btx,0.410703792,0.1826596913,0.4447480029,204.0907791,90.83816316
TAK1_TAB,0.5053213137,0.1325497089,0.2623077739,251.2315543,65.88010356
NEMO_IKKa_IKKb,0.4547685569,0.1445476765,0.3178488801,225.6065277,71.73346908
IkBa_release_signal,0.3317226295,0.152380411,0.4593609162,163.8990418,75.16816884
p50_p65,0.3024829547,0.1274497104,0.4213450987,148.867176,62.87864708
TNFa,0.6286794686,0.2225631358,0.3540168669,306.4046359,110.0566354
p100,0.2649010745,0.1629045776,0.6149638234,129.9485175,80.05295295
Phenotype_canonical,0.7679654822,0.1867601094,0.2431881559,371.6060136,94.36819876
NIK,0.4039823496,0.1656833581,0.4101252401,200.8022235,82.38026495
IKKa_noncanonical,0.3321813706,0.1600719256,0.4818811038,164.3434156,79.14528813
p100_RelB,0.3842053756,0.1266470533,0.3296337358,188.9141505,62.44921717
p52,0.3099352785,0.1695876301,0.547171109,152.2507768,83.48608062
BAFF,0.6849301124,0.1792355962,0.2616845031,334.1060099,89.30193916
Phenotype_noncanonical,0.7771308792,0.1956268826,0.2517296479,375.4255563,98.37393951
