node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4486764755,0.1735313998,0.3867628664,223.6067351,86.3537462
TRAF6,0.5856306866,0.1402811821,0.2395386467,291.9956672,69.86980745
TRAF2_3,0.655828929,0.08568810248,0.1306561798,327.2259435,42.5410559
Btx,0.4181367891,0.1824112044,0.4362476806,207.8986618,90.65844128
TAK1_TAB,0.4744459271,0.1358213773,0.2862736711,236.143041,67.52022313
NEMO_IKKa_IKKb,0.4051350299,0.09422635586,0.2325801249,201.3590676,46.90602314
IkBa_release_signal,0.266616721,0.09633578427,0.3613268662,132.0833396,47.88841905
p50_p65,0.1917093731,0.0898875723,0.4688741653,94.77640898,44.55927851
TNFa,0.5533247054,0.2018130484,0.3647280637,268.815137,99.99839669
p100,0.2052498242,0.1520656261,0.7408806643,100.6832635,74.3791981
Phenotype_canonical,0.711988971,0.1919072387,0.2695368138,343.2066466,97.12303695
NIK,0.4135002063,0.173402304,0.4193524003,205.6889301,86.1759276
IKKa_noncanonical,0.3276393323,0.1874177963,0.572024717,162.3585124,92.97758541
p100_RelB,0.3399306236,0.1262101601,0.3712821128,167.4563944,62.39361364
p52,0.2883970535,0.1491586888,0.5171990733,141.4490232,73.25931183
BAFF,0.6641933758,0.1918501862,0.2888468828,323.9216677,95.29115958
Phenotype_noncanonical,0.7965485364,0.1333711016,0.1674362522,384.4495198,69.39747428
