node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4414902531,0.1760078452,0.3986675672,219.9787297,87.65018167
TRAF6,0.6055655105,0.1289174774,0.2128877473,301.9816352,64.30779753
TRAF2_3,0.6584902507,0.08730496754,0.1325835386,328.5026386,43.46506385
Btx,0.4023047252,0.1664237986,0.4136759729,199.9460892,82.81126382
TAK1_TAB,0.4889977533,0.1368819949,0.2799235661,243.1567379,68.00751828
NEMO_IKKa_IKKb,0.4400137979,0.1191355837,0.2707541997,218.3147472,59.14531716
IkBa_release_signal,0.2824483518,0.115098619,0.407503242,139.8941364,57.04779948
p50_p65,0.190505236,0.1012744228,0.5316096551,94.05857471,50.12392569
TNFa,0.5408508909,0.2338579144,0.4323888864,262.8255951,115.3034426
p100,0.1811498467,0.1451157583,0.8010813199,88.96312416,71.3498694
Phenotype_canonical,0.7052130434,0.2357335476,0.3342728128,340.7456763,117.5088899
NIK,0.3821781509,0.1559343352,0.4080147827,190.0394822,77.5364376
IKKa_noncanonical,0.3366552244,0.1766630414,0.5247595422,166.290923,87.20171647
p100_RelB,0.3377293254,0.1213656481,0.3593577428,166.1654516,59.94050353
p52,0.2993311097,0.1617749379,0.5404548094,146.6579402,79.44244695
BAFF,0.6678798265,0.1790466444,0.2680821269,325.718835,89.10248843
Phenotype_noncanonical,0.7777086899,0.1678864493,0.2158731816,375.0829083,84.9390732
