node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4659865804,0.18085087,0.3881031722,232.0080222,90.09816214
TRAF6,0.6199903302,0.1365332955,0.2202184274,309.2051673,67.97663651
TRAF2_3,0.6524975075,0.08310475235,0.1273640917,325.5605977,41.55497018
Btx,0.414756601,0.1741883448,0.4199772694,206.0426858,86.45655187
TAK1_TAB,0.4987037237,0.1405764811,0.2818837608,247.9918109,69.70824891
NEMO_IKKa_IKKb,0.467969341,0.1459812288,0.3119461384,232.1276075,72.19360151
IkBa_release_signal,0.3149672106,0.1483248384,0.4709215227,155.8112758,73.32993601
p50_p65,0.3013939818,0.1207090896,0.4005026538,148.7180867,59.74110059
TNFa,0.6298715517,0.1969325028,0.3126550203,306.7175848,97.75215547
p100,0.2723179607,0.1573692386,0.5778878418,133.7117155,77.27511629
Phenotype_canonical,0.8015478437,0.1711985101,0.2135848925,389.0119878,86.42698826
NIK,0.4227818974,0.1669111802,0.3947926371,209.9611021,82.87531625
IKKa_noncanonical,0.3201548507,0.1819525465,0.5683266899,158.4951039,89.8903739
p100_RelB,0.3784652026,0.1367472072,0.3613204234,186.4484257,67.40561586
p52,0.3223109303,0.1632738211,0.5065723986,158.268772,80.14992618
BAFF,0.669234482,0.182454108,0.2726310626,326.3090715,90.76974729
Phenotype_noncanonical,0.7886751432,0.1389917882,0.1762345237,379.9178914,72.13212586
