node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4657920665,0.2059416856,0.442132231,232.1433796,102.5764845
TRAF6,0.6044328654,0.1297805261,0.2147145425,301.3102884,64.58943877
TRAF2_3,0.6554859875,0.09407982367,0.1435268266,326.9928893,46.89443619
Btx,0.3903325163,0.1824700879,0.4674734498,194.2718187,90.79458534
TAK1_TAB,0.4890815221,0.1494903294,0.3056552387,243.1969671,74.33530502
NEMO_IKKa_IKKb,0.4544824647,0.1449510607,0.318936531,225.477885,71.7674378
IkBa_release_signal,0.3619794122,0.1726859589,0.477060167,178.9622783,85.25544035
p50_p65,0.2563852716,0.1235890734,0.482044357,126.2422651,60.99853211
TNFa,0.6055759658,0.2050015908,0.3385233272,294.7272332,101.6316011
p100,0.2449876259,0.1479336359,0.6038412568,120.1053042,72.69430849
Phenotype_canonical,0.7628955281,0.1855624859,0.2432344653,368.4122248,94.33822371
NIK,0.4139638542,0.1604825946,0.3876729646,205.7403788,79.72573253
IKKa_noncanonical,0.3178487017,0.1643019899,0.5169188643,157.2141677,81.39896216
p100_RelB,0.3881795021,0.1373593424,0.3538552182,191.1157568,68.15256867
p52,0.3205714387,0.166219686,0.5185105905,157.2522133,81.36269753
BAFF,0.6760311746,0.1687341385,0.2495952033,329.5900805,84.33970818
Phenotype_noncanonical,0.7811258749,0.1820666555,0.2330823513,377.092546,91.37903912
