node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4766179103,0.1733752503,0.3637615091,237.5559821,86.46116851
TRAF6,0.6115026181,0.1268024482,0.2073620692,304.985488,62.95823458
TRAF2_3,0.6665886115,0.09032387123,0.1355016718,332.4534767,44.94875796
Btx,0.3615159753,0.153378109,0.4242637102,179.608286,76.32883789
TAK1_TAB,0.5023140289,0.1397021593,0.2781171762,249.7212197,69.495227
NEMO_IKKa_IKKb,0.4618897774,0.1389822319,0.3008991295,229.0471261,68.84970085
IkBa_release_signal,0.3454791985,0.1665205872,0.4819988813,170.839961,82.3393429
p50_p65,0.2885992674,0.1257348959,0.4356729561,142.1566987,62.23785884
TNFa,0.6517648174,0.1794547718,0.2753366967,317.4631739,89.24323837
p100,0.2371995521,0.1543137469,0.6505650854,116.3730382,75.77044065
Phenotype_canonical,0.7646357538,0.1768995048,0.2313513381,369.1954114,90.10945534
NIK,0.40649281,0.1955679025,0.481110361,202.0719483,97.29346744
IKKa_noncanonical,0.3124777535,0.1683496548,0.5387572489,154.6672782,83.36533085
p100_RelB,0.3648926466,0.138471047,0.3794843451,179.8570001,68.46638971
p52,0.2751983561,0.1453351984,0.528110707,135.1994799,71.42228582
BAFF,0.6983257862,0.1746234944,0.2500602123,340.7723183,86.74611236
Phenotype_noncanonical,0.7703811701,0.1762311349,0.2287583624,371.2830914,89.34993936
