node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.5035983183,0.1908084168,0.3788900993,250.8787248,95.02486408
TRAF6,0.5971804435,0.1370407488,0.2294796326,297.8458447,68.11790921
TRAF2_3,0.6537577871,0.08785454641,0.1343839387,326.1141319,43.75019686
Btx,0.4089797146,0.184719946,0.451660411,203.3647935,91.68593285
TAK1_TAB,0.5151757083,0.148092948,0.287461046,256.2306972,73.6529816
NEMO_IKKa_IKKb,0.4421764453,0.1414432318,0.3198796168,219.3909122,70.04627312
IkBa_release_signal,0.3509551754,0.163969233,0.4672084771,173.613237,81.01335418
p50_p65,0.2886693015,0.12309158,0.4264103572,142.4450483,60.9723918
TNFa,0.6132339021,0.2299319975,0.3749499118,298.5611061,113.9099174
p100,0.2556149311,0.173188566,0.6775369703,125.4845006,85.15273044
Phenotype_canonical,0.7694333068,0.1861305292,0.2419059945,371.842127,94.89254544
NIK,0.391893406,0.1734304614,0.4425449848,194.8886856,86.13984098
IKKa_noncanonical,0.3339296853,0.1867507542,0.5592517299,165.1504607,92.30484752
p100_RelB,0.3621523146,0.1220821534,0.3371016792,178.4871605,60.37950413
p52,0.2971895781,0.1735301031,0.5839037296,145.7183767,85.24210387
BAFF,0.7000085091,0.1531119202,0.2187286557,341.3278977,76.31887584
Phenotype_noncanonical,0.7761918228,0.1582396606,0.2038666937,373.6242871,81.52327649
