node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4699200253,0.1743120879,0.3709399014,234.0843679,86.74022092
TRAF6,0.5953569043,0.1417632,0.2381146486,296.823656,70.62479634
TRAF2_3,0.6671236747,0.0850341607,0.127463863,332.5956328,42.35069304
Btx,0.4179143027,0.1707995318,0.4086951096,207.6928558,84.98510771
TAK1_TAB,0.5009788323,0.1612208787,0.3218117578,249.1367795,80.1348125
NEMO_IKKa_IKKb,0.3912428422,0.1052194384,0.2689363921,194.2127001,52.31258962
IkBa_release_signal,0.2404537387,0.09577935471,0.3983275752,119.2143964,47.49393001
p50_p65,0.1610305972,0.08475309576,0.5263167202,79.68649764,42.10300488
TNFa,0.5158100746,0.2251550252,0.4365076144,251.1276286,110.8981824
p100,0.1830068337,0.1203647666,0.6577064045,89.88203238,59.12432084
Phenotype_canonical,0.6865960455,0.2123370911,0.3092605797,330.4406823,106.268597
NIK,0.3934135074,0.1729146268,0.4395238687,195.4915493,85.88106802
IKKa_noncanonical,0.2928432531,0.1559306888,0.5324715086,144.9064539,77.23363366
p100_RelB,0.362233637,0.1342725027,0.370679277,178.3193309,66.45982299
p52,0.3155006537,0.1569414901,0.4974363388,154.7808489,76.93598259
BAFF,0.6567228077,0.177265711,0.2699247064,319.9332413,88.30101143
Phenotype_noncanonical,0.7780277579,0.1626151049,0.2090093873,375.1647222,82.55798397
