node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4917707983,0.1788299967,0.3636450097,244.9746427,88.85651364
TRAF6,0.5970223297,0.1283294484,0.2149491602,297.6970015,64.0186768
TRAF2_3,0.652670842,0.07932138908,0.1215335265,325.6497818,39.39449905
Btx,0.3935225882,0.1904938503,0.4840734839,195.7557366,94.60703711
TAK1_TAB,0.490279291,0.1308467387,0.2668820428,243.8903856,65.02116625
NEMO_IKKa_IKKb,0.3996560231,0.09889832357,0.247458609,198.4899772,49.15106122
IkBa_release_signal,0.2482904149,0.1043101344,0.4201134163,123.0111557,51.66465808
p50_p65,0.1476702104,0.08291232959,0.5614695705,72.86926514,41.00523383
TNFa,0.4978001168,0.2308511362,0.4637426316,241.6725247,113.8533748
p100,0.1771790808,0.1548160534,0.8737829131,86.94084866,75.79758847
Phenotype_canonical,0.6454006274,0.2460450684,0.3812284307,310.136772,122.8221937
NIK,0.4355008506,0.1463892783,0.3361400514,216.5515979,72.5716871
IKKa_noncanonical,0.3371495111,0.1694260333,0.5025249264,167.0000399,83.90757059
p100_RelB,0.3366680929,0.1274706993,0.3786242355,165.9860574,63.22379749
p52,0.3161621098,0.1573859435,0.4978014082,155.3408358,77.38298637
BAFF,0.6621197393,0.1602008704,0.2419515096,322.8148781,79.76200284
Phenotype_noncanonical,0.8021631395,0.1213042806,0.1512214593,387.5074622,62.78931513
