node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4772777461,0.186656912,0.3910865603,237.8332648,92.8874612
TRAF6,0.5625055806,0.1331392063,0.236689574,280.510763,66.31003405
TRAF2_3,0.6750266306,0.08642399798,0.1280305014,336.7689202,43.11665972
Btx,0.4116443876,0.1724236137,0.4188654549,204.5788693,85.74025925
TAK1_TAB,0.5079067726,0.1348290117,0.2654601572,252.6433146,66.98593505
NEMO_IKKa_IKKb,0.4109733809,0.09824640889,0.2390578404,204.0584913,49.04897148
IkBa_release_signal,0.2319417153,0.1092277104,0.4709274061,114.9932573,54.24742093
p50_p65,0.1493327023,0.08548726139,0.5724617585,73.77369567,42.28202772
TNFa,0.4366619004,0.2407985035,0.5514529738,211.7952477,117.99366
p100,0.1937577841,0.1505095954,0.7767925094,95.0536774,73.725661
Phenotype_canonical,0.6371109196,0.2509534161,0.3938928189,305.8213142,125.2968913
NIK,0.3998585285,0.2021248371,0.5054908741,198.7528707,100.4671646
IKKa_noncanonical,0.2831233527,0.1663855561,0.5876786725,140.1173047,82.56067488
p100_RelB,0.3287242042,0.1254212916,0.3815395702,161.8922855,62.19346044
p52,0.3051956704,0.1550994695,0.5081968212,149.6534393,75.98981871
BAFF,0.6464871415,0.1797658866,0.2780656799,314.8205018,89.07159331
Phenotype_noncanonical,0.7680155818,0.1699804242,0.221324187,369.7411317,86.34037516
