node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4806931361,0.1791156281,0.3726194835,239.4866664,89.13656114
TRAF6,0.6140178873,0.1284641601,0.2092189214,306.1948113,63.82549957
TRAF2_3,0.6630969245,0.08640598863,0.1303067251,330.7766092,43.08318444
Btx,0.394352059,0.1895248426,0.4805980805,195.913096,94.05196629
TAK1_TAB,0.4647560188,0.1380369499,0.2970094939,231.1890745,68.50634199
NEMO_IKKa_IKKb,0.4851902098,0.1427270292,0.2941671665,240.6692774,70.6060123
IkBa_release_signal,0.3234729379,0.1523971816,0.4711280719,159.9942943,75.45037056
p50_p65,0.2737522161,0.110191194,0.4025216512,134.6231469,54.4574242
TNFa,0.623996171,0.2030518588,0.3254056166,303.6548708,100.7568724
p100,0.2380754782,0.1593786119,0.6694457282,116.7181514,78.39833388
Phenotype_canonical,0.7901407515,0.165466315,0.2094137212,382.3696664,84.28375904
NIK,0.4041235812,0.1844333085,0.4563784869,200.9406316,91.61792521
IKKa_noncanonical,0.3346569091,0.1765928367,0.527683224,165.7497618,87.47883355
p100_RelB,0.3668934382,0.1160928909,0.3164212788,180.5862559,57.20276338
p52,0.3023019465,0.1460946649,0.4832739801,148.1354024,71.79309437
BAFF,0.6866025334,0.1668770409,0.243047517,334.7698918,83.13955672
Phenotype_noncanonical,0.7930531706,0.1571431875,0.1981496239,382.9105315,79.6058324
