node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4925524977,0.1773182972,0.3599987778,245.3551337,88.22361808
TRAF6,0.613147797,0.1206966585,0.1968475775,305.7472815,60.14219778
TRAF2_3,0.6651035794,0.09327789682,0.1402456696,331.8917999,46.44692011
Btx,0.405884745,0.1714025705,0.4222936994,201.7858643,85.08149017
TAK1_TAB,0.484186343,0.124549762,0.2572351818,240.7583765,61.76120465
NEMO_IKKa_IKKb,0.4232074605,0.09781350044,0.2311242347,210.0632502,48.63350091
IkBa_release_signal,0.2639648506,0.1083110469,0.4103237483,130.7038064,53.88784181
p50_p65,0.1637622448,0.09164924924,0.5596482225,80.78845992,45.38090176
TNFa,0.497213266,0.2167369965,0.4359034872,241.3761144,106.687781
p100,0.1671599604,0.1239476011,0.7414909696,81.97571242,60.90286034
Phenotype_canonical,0.6693034084,0.2326299359,0.3475702245,322.3921548,116.0991925
NIK,0.3837685342,0.1880164936,0.4899215983,190.8552501,93.35437687
IKKa_noncanonical,0.2940797366,0.1629623527,0.5541434259,145.5890085,80.5256341
p100_RelB,0.3518401318,0.1398524982,0.3974887614,173.2015529,69.13914477
p52,0.2840159742,0.1599586917,0.5632031514,139.2073054,78.45587526
BAFF,0.6781552238,0.1757462515,0.2591534288,330.8211669,87.54814403
Phenotype_noncanonical,0.75163001,0.1865798749,0.2482336687,361.9717731,94.10398267
