node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4830901354,0.1929510494,0.3994100381,240.838113,96.10800453
TRAF6,0.6108101387,0.1291040027,0.2113651928,304.7291979,64.25051539
TRAF2_3,0.6614330137,0.08497384917,0.1284693195,329.8776098,42.23576874
Btx,0.3888255649,0.1540614023,0.3962224098,193.3902652,76.65997602
TAK1_TAB,0.5019323475,0.1429296355,0.2847587652,249.5606987,70.92397372
NEMO_IKKa_IKKb,0.4662248573,0.1280808853,0.2747191259,231.2404788,63.45429783
IkBa_release_signal,0.3441856434,0.1479576811,0.4298775499,170.0773752,73.01107047
p50_p65,0.2870539591,0.1323100478,0.4609239608,141.364729,65.36940626
TNFa,0.6239646781,0.2072508525,0.3321515781,304.2069595,102.3259078
p100,0.2401114411,0.1579133957,0.6576671023,117.9554831,77.69507685
Phenotype_canonical,0.7710298867,0.1746635897,0.2265328396,372.9475728,88.83342189
NIK,0.4120516155,0.1668832499,0.4050056925,204.8079694,82.77619546
IKKa_noncanonical,0.3011218738,0.1619447496,0.5378046689,149.1938685,80.38354018
p100_RelB,0.3794696035,0.1245257015,0.32815725,186.8414226,61.59000462
p52,0.3147097667,0.1547430003,0.4917006609,154.6274374,76.17055349
BAFF,0.6751239597,0.178903536,0.2649936111,329.3970781,89.10485672
Phenotype_noncanonical,0.8096730173,0.1127160153,0.1392117718,391.1962393,58.797221
