node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.441847587,0.1839527094,0.4163261604,220.2285579,91.67858014
TRAF6,0.6074752222,0.1356287503,0.2232663084,302.9332799,67.46445756
TRAF2_3,0.6510607834,0.08589481215,0.1319305575,324.7071268,42.87825427
Btx,0.4077496474,0.1757888618,0.4311195924,202.6904877,87.31385143
TAK1_TAB,0.5072483848,0.1439964505,0.2838775929,252.0984162,71.29775087
NEMO_IKKa_IKKb,0.4160577337,0.1150433513,0.2765081431,206.6154023,57.04272736
IkBa_release_signal,0.2468862695,0.1111213249,0.4500911498,122.4056114,55.09130615
p50_p65,0.1661071495,0.09423346962,0.56730532,82.09911653,46.72411535
TNFa,0.5229148926,0.2380877992,0.4553088897,254.2305426,117.631292
p100,0.2199344247,0.1613903751,0.7338113409,107.8944322,79.21514327
Phenotype_canonical,0.6700327793,0.2440844485,0.3642873246,322.7145366,121.8274873
NIK,0.3976144925,0.1627336199,0.4092748704,197.6293456,80.82468494
IKKa_noncanonical,0.3301702027,0.1638354107,0.4962150109,163.4514538,81.01767546
p100_RelB,0.3428168878,0.1256307279,0.3664659835,168.7447768,62.00596037
p52,0.2972268775,0.1724817372,0.5803032978,145.8068433,84.62598461
BAFF,0.6820441396,0.1442546116,0.2115033371,332.305677,72.07437448
Phenotype_noncanonical,0.7668830437,0.1729487238,0.2255216427,369.6843546,87.38492702
