node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4748246308,0.1699823056,0.3579896547,236.6023709,84.76333631
TRAF6,0.5977333618,0.1356025403,0.2268612544,298.1877037,67.52013008
TRAF2_3,0.6665811572,0.08537861599,0.1280843526,332.614178,42.52986187
Btx,0.4201443472,0.1831465704,0.4359134463,208.9129121,90.89324668
TAK1_TAB,0.5022021324,0.140064668,0.2789009823,249.7021841,69.64755743
NEMO_IKKa_IKKb,0.4158633979,0.1138814979,0.2738435229,206.3040096,56.47479914
IkBa_release_signal,0.235507933,0.1148443984,0.4876455625,116.5823907,56.83642541
p50_p65,0.1796670398,0.09506514093,0.529118424,88.76267823,46.97720963
TNFa,0.5217372664,0.240066341,0.4601287976,253.6538421,118.5141203
p100,0.2030093547,0.1622228664,0.7990905969,99.65570766,79.37353718
Phenotype_canonical,0.6910942794,0.2221911085,0.3215062187,333.1015325,111.4686328
NIK,0.3927938206,0.1662079754,0.4231430503,195.2728641,82.59991238
IKKa_noncanonical,0.3079878895,0.1650756207,0.5359808821,152.5229725,81.79600039
p100_RelB,0.3323275383,0.1319335368,0.3969985077,163.819938,65.22691116
p52,0.285677808,0.1838460134,0.6435432094,140.2627421,90.52423058
BAFF,0.6758645867,0.1588174264,0.2349840922,329.2395665,79.76039936
Phenotype_noncanonical,0.7723500015,0.1696051135,0.2195961846,371.9019316,85.9707067
