node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4909772999,0.1840003994,0.3747635571,244.5775997,91.64265383
TRAF6,0.5947563639,0.1148419852,0.1930908051,296.725009,57.17911029
TRAF2_3,0.6596316784,0.09799365737,0.1485581432,329.0898546,48.8987304
Btx,0.4234684752,0.1747973394,0.4127753296,210.3661917,86.79623647
TAK1_TAB,0.4980297496,0.1223128604,0.2455934821,247.6641741,60.65143508
NEMO_IKKa_IKKb,0.3906355497,0.1076267407,0.2755170153,193.9268624,53.44823143
IkBa_release_signal,0.280428554,0.1049103043,0.3741070685,138.7731715,52.00853744
p50_p65,0.175013957,0.09256682619,0.5289111096,86.54977743,45.82044951
TNFa,0.511720016,0.2322757532,0.4539117993,248.646561,114.5184943
p100,0.2036327928,0.1446107417,0.7101544881,99.81202144,70.72646828
Phenotype_canonical,0.6747715387,0.2347626099,0.3479142146,324.970733,116.9800896
NIK,0.4162696654,0.1928242802,0.4632196294,206.9750119,95.86535157
IKKa_noncanonical,0.2883480663,0.1568501643,0.5439612143,142.8699653,77.86920623
p100_RelB,0.3349228091,0.1175751134,0.3510513773,164.9770896,58.01250618
p52,0.2982565462,0.1579145212,0.5294586933,146.3478346,77.68505184
BAFF,0.6800139845,0.1717658037,0.2525915755,331.491585,85.36828874
Phenotype_noncanonical,0.781057919,0.1633241989,0.2091063863,376.6701631,82.72737167
