node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.463945594,0.1699268013,0.3662645005,231.3015357,84.68418583
TRAF6,0.591205185,0.1374419644,0.2324776032,294.7193429,68.63371947
TRAF2_3,0.6672981942,0.08044555129,0.1205541271,332.8850658,40.03639692
Btx,0.4224050234,0.1603003445,0.3794944084,209.7700567,79.66893409
TAK1_TAB,0.4946101201,0.1366578105,0.276294004,245.964096,67.8835679
NEMO_IKKa_IKKb,0.4247942369,0.1022068755,0.2406032536,210.9068682,50.76689533
IkBa_release_signal,0.2519180085,0.1078103836,0.4279582245,124.6849529,53.50628671
p50_p65,0.1763606383,0.09208789095,0.5221567115,87.13430901,45.6694895
TNFa,0.5368494815,0.2177599117,0.4056256348,261.0655962,107.1279912
p100,0.1963676453,0.1483710976,0.7555781267,96.50019474,72.93683021
Phenotype_canonical,0.6814872027,0.2466626417,0.3619475768,328.5896768,123.1282618
NIK,0.4289244588,0.18733528,0.4367558813,213.1156224,93.02273673
IKKa_noncanonical,0.2828772274,0.179885164,0.635912497,139.9222531,88.76287117
p100_RelB,0.3446100854,0.1421386254,0.4124621752,169.6969929,70.1060622
p52,0.3085563382,0.1530915324,0.49615423,151.4231572,75.19773346
BAFF,0.636432689,0.1960792803,0.3080911519,310.1532957,97.39480931
Phenotype_noncanonical,0.7739094331,0.1534458594,0.1982736646,372.7037907,78.42756655
