node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.5043249468,0.2091027814,0.4146191513,251.2789403,104.0705844
TRAF6,0.6041603849,0.1263284469,0.2090975345,301.342774,62.92314322
TRAF2_3,0.6528865146,0.08809743095,0.1349352897,325.7065946,43.91005738
Btx,0.4341058842,0.183597722,0.4229330416,215.8442095,91.22940902
TAK1_TAB,0.4921834642,0.1528701703,0.3105959088,244.7533408,75.88170003
NEMO_IKKa_IKKb,0.4419597014,0.1167273265,0.264113054,219.1514959,57.91345033
IkBa_release_signal,0.258708778,0.1175089864,0.4542133718,128.1234585,58.23269324
p50_p65,0.1844055054,0.09730343049,0.5276601167,91.18103943,48.24334495
TNFa,0.5339471342,0.2136738428,0.4001778998,259.7631667,105.4378613
p100,0.2055413135,0.1526845474,0.7428411583,100.8912814,74.92705954
Phenotype_canonical,0.6904071054,0.2239439851,0.3243651222,332.6003165,112.382752
NIK,0.4003159468,0.1798411286,0.4492479753,199.107529,89.31172785
IKKa_noncanonical,0.306798165,0.1592628726,0.5191128589,151.8279945,78.71573002
p100_RelB,0.3672616652,0.1426850485,0.3885105962,180.9649752,70.5705784
p52,0.2985833096,0.171803825,0.5753966129,146.6397031,84.37331665
BAFF,0.6765950947,0.1682100279,0.2486125442,330.0808661,84.25746111
Phenotype_noncanonical,0.7518344381,0.1945197714,0.2587268706,361.6942099,97.72261191
