node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4651888149,0.1974104554,0.4243662983,231.8497778,98.34020297
TRAF6,0.5902565434,0.1431753289,0.2425645773,294.2606407,71.37351552
TRAF2_3,0.6735783998,0.09076390369,0.1347488336,336.0946187,45.08729431
Btx,0.394288153,0.1764177192,0.4474334768,195.835803,87.43570728
TAK1_TAB,0.485585505,0.1354728774,0.2789887178,241.6135713,67.40202042
NEMO_IKKa_IKKb,0.4111473016,0.1095261925,0.2663916122,204.1527129,54.55516358
IkBa_release_signal,0.2488640961,0.106548562,0.4281395496,123.0766136,52.69757701
p50_p65,0.1781428766,0.09116388211,0.5117458742,87.97158799,45.15035195
TNFa,0.5286898404,0.2181577872,0.4126385084,257.3788002,107.9297496
p100,0.2062409961,0.1560478038,0.756628443,100.996768,76.35297634
Phenotype_canonical,0.6988409235,0.2169664538,0.3104661541,336.9233722,109.1533546
NIK,0.4040586169,0.1782810922,0.4412258141,201.0511582,88.62027252
IKKa_noncanonical,0.3155193044,0.1610774924,0.5105154902,156.1358967,79.48596494
p100_RelB,0.3537075831,0.1495662337,0.4228527769,174.3784985,74.00172373
p52,0.2654640639,0.1640273579,0.6178891241,130.3071814,80.41953106
BAFF,0.6795766157,0.1667271608,0.2453397556,331.1260244,83.11558599
Phenotype_noncanonical,0.7518061628,0.1876657458,0.2496198555,362.1305361,94.8116935
