node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4858321094,0.157312744,0.3238006318,242.1301843,78.28478754
TRAF6,0.5842830946,0.145103021,0.2483436922,291.2184604,72.35158141
TRAF2_3,0.6553468227,0.08814160278,0.1344961168,326.8950383,43.92061968
Btx,0.4031829764,0.1711694167,0.4245452479,200.4851891,84.98915036
TAK1_TAB,0.4848264109,0.1447839059,0.2986304017,241.091737,71.91417529
NEMO_IKKa_IKKb,0.3954715721,0.1083116389,0.2738797085,196.3311309,54.07171695
IkBa_release_signal,0.2329891423,0.1011915491,0.4343187333,115.3115919,50.28375276
p50_p65,0.151473079,0.08205369199,0.5417047869,74.85512709,40.62635734
TNFa,0.519712134,0.2170327822,0.4176019145,252.6373299,107.0785598
p100,0.1762779146,0.1397586889,0.7928315307,86.60276598,68.68851468
Phenotype_canonical,0.6314154013,0.2578250001,0.4083286526,303.5516272,128.3351748
NIK,0.4195963225,0.1664993889,0.3968085037,208.5322229,82.75012643
IKKa_noncanonical,0.3218786069,0.1728325202,0.5369493855,159.4000988,85.60636393
p100_RelB,0.3288228406,0.1183463151,0.3599090467,162.2460456,58.62549446
p52,0.2867704305,0.1580602666,0.5511735166,140.9956709,77.87125459
BAFF,0.6932918917,0.1488749204,0.2147362781,338.3227435,74.13948265
Phenotype_noncanonical,0.8013395775,0.1450519273,0.1810118099,387.1376836,73.90483259
