node,final_mean,final_sd,final_cv,auc_mean,auc_sd
TNFR,1,0,0,500,2.086128449e-05
IL1R,1,0,0,500,2.086128449e-05
CD40,1,0,0,500,2.086128449e-05
LTB,1,0,0,500,2.086128449e-05
BAFFR,1,0,0,500,2.086128449e-05
TRAF2_5,0.4814933466,0.1879703756,0.3903903905,239.908079,93.66852767
TRAF6,0.596704232,0.1242816519,0.2082801582,297.5308275,61.77436549
TRAF2_3,0.655734434,0.07625678491,0.1162921771,327.0832688,37.97505167
Btx,0.4053020639,0.1717276307,0.4237028281,201.467584,85.26136401
TAK1_TAB,0.4927829002,0.1406329893,0.2853852867,245.0099215,69.90550038
NEMO_IKKa_IKKb,0.4100608451,0.1044886003,0.2548124298,203.458087,51.97596017
IkBa_release_signal,0.2406971026,0.1005475798,0.417734899,119.2844026,49.91013893
p50_p65,0.1463836594,0.09018848715,0.6161103468,72.28309055,44.6360942
TNFa,0.4626976105,0.2373655981,0.5130037259,224.2998881,116.699267
p100,0.1827234357,0.1472239313,0.8057200253,89.76157517,72.37916089
Phenotype_canonical,0.6210690147,0.255400297,0.4112269183,298.3495616,126.4702952
NIK,0.4190140591,0.1679373988,0.4007917995,208.2747832,83.32056149
IKKa_noncanonical,0.3157749726,0.1796044572,0.5687735659,156.3091157,89.01992934
p100_RelB,0.3502273923,0.1409513734,0.4024567366,172.7024098,69.80804952
p52,0.2826565793,0.171363097,0.6062590068,139.0284691,84.30041171
BAFF,0.6807304875,0.1762180903,0.2588661644,332.0219652,87.84723507
Phenotype_noncanonical,0.7829196292,0.1395123478,0.1781949802,377.5952736,71.81502033
